Number,Model,Company,Price,Rating,No_of_ratings,TotalReviews,RamSize,RomSize,,15228.30579
2506,Snexian GURU 310,Snexian,698,3.3,"18,230","1,475",32 MB,32 MB,,
2842,Snexian GURU 310,Snexian,698,3.3,"18,230","1,475",32 MB,32 MB,,
3202,Snexian GURU 310,Snexian,698,3.3,"18,230","1,475",32 MB,32 MB,,
3586,Snexian GURU 310,Snexian,698,3.3,"18,230","1,475",32 MB,32 MB,,
3970,Snexian GURU 310,Snexian,698,3.3,"18,230","1,475",32 MB,32 MB,,
4378,Snexian GURU 310,Snexian,698,3.3,"18,230","1,475",32 MB,32 MB,,
4810,Snexian GURU 310,Snexian,698,3.3,"18,230","1,475",32 MB,32 MB,,
5266,Snexian GURU 310,Snexian,698,3.3,"18,230","1,475",32 MB,32 MB,,
2866,GFive V8,GFive,725,3.8,767,52,32 MB,32 MB,,
3226,GFive V8,GFive,725,3.8,767,52,32 MB,32 MB,,
3610,GFive V8,GFive,725,3.8,767,52,32 MB,32 MB,,
3994,GFive V8,GFive,725,3.8,767,52,32 MB,32 MB,,
4402,GFive V8,GFive,725,3.8,767,52,32 MB,32 MB,,
4834,GFive V8,GFive,725,3.8,767,52,32 MB,32 MB,,
5290,GFive V8,GFive,725,3.8,767,52,32 MB,32 MB,,
2499,"I Kall King Talking, Contact icon and Auto Call Recording",I,744,3.6,"14,932","1,394",32 MB,32 MB,,
2835,"I Kall King Talking, Contact icon and Auto Call Recording",I,744,3.6,"14,932","1,394",32 MB,32 MB,,
3195,"I Kall King Talking, Contact icon and Auto Call Recording",I,744,3.6,"14,932","1,394",32 MB,32 MB,,
3579,"I Kall King Talking, Contact icon and Auto Call Recording",I,744,3.6,"14,932","1,394",32 MB,32 MB,,
3963,"I Kall King Talking, Contact icon and Auto Call Recording",I,744,3.6,"14,932","1,394",32 MB,32 MB,,
4371,"I Kall King Talking, Contact icon and Auto Call Recording",I,744,3.6,"14,932","1,394",32 MB,32 MB,,
4803,"I Kall King Talking, Contact icon and Auto Call Recording",I,744,3.6,"14,932","1,394",32 MB,32 MB,,
5259,"I Kall King Talking, Contact icon and Auto Call Recording",I,744,3.6,"14,932","1,394",32 MB,32 MB,,
4043,MTR MT322,MTR,749,3.7,26,3,32 MB,32 MB,,
4451,MTR MT322,MTR,749,3.7,26,3,32 MB,32 MB,,
4883,MTR MT322,MTR,749,3.7,26,3,32 MB,32 MB,,
5339,MTR MT322,MTR,749,3.7,26,3,32 MB,32 MB,,
4033,BlackZone B-312 Gold,BlackZone,889,3.7,588,34,10 MB,10 MB,,
4441,BlackZone B-312 Gold,BlackZone,889,3.7,588,34,10 MB,10 MB,,
4873,BlackZone B-312 Gold,BlackZone,889,3.7,588,34,10 MB,10 MB,,
5329,BlackZone B-312 Gold,BlackZone,889,3.7,588,34,10 MB,10 MB,,
1579,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
1843,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
2131,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
2443,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
2779,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
2864,itel Ace 2N,itel,899,4.2,354,17,4 MB,4 MB,,
3139,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
3224,itel Ace 2N,itel,899,4.2,354,17,4 MB,4 MB,,
3523,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
3608,itel Ace 2N,itel,899,4.2,354,17,4 MB,4 MB,,
3907,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
3992,itel Ace 2N,itel,899,4.2,354,17,4 MB,4 MB,,
4315,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
4400,itel Ace 2N,itel,899,4.2,354,17,4 MB,4 MB,,
4747,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
4832,itel Ace 2N,itel,899,4.2,354,17,4 MB,4 MB,,
4925,itel Ace 2N,itel,899,4.2,354,17,4 MB,4 MB,,
5203,itel Ace2 Star,itel,899,4.4,46,4,4 MB,4 MB,,
5288,itel Ace 2N,itel,899,4.2,354,17,4 MB,4 MB,,
5381,itel Ace 2N,itel,899,4.2,354,17,4 MB,4 MB,,
2167,LAVA Hero 600i,LAVA,919,4.2,37,3,4 MB,3 MB,,
2479,LAVA Hero 600i,LAVA,919,4.2,37,3,4 MB,3 MB,,
2815,LAVA Hero 600i,LAVA,919,4.2,37,3,4 MB,3 MB,,
3175,LAVA Hero 600i,LAVA,919,4.2,37,3,4 MB,3 MB,,
3559,LAVA Hero 600i,LAVA,919,4.2,37,3,4 MB,3 MB,,
3943,LAVA Hero 600i,LAVA,919,4.2,37,3,4 MB,3 MB,,
4351,LAVA Hero 600i,LAVA,919,4.2,37,3,4 MB,3 MB,,
4783,LAVA Hero 600i,LAVA,919,4.2,37,3,4 MB,3 MB,,
5239,LAVA Hero 600i,LAVA,919,4.2,37,3,4 MB,3 MB,,
3258,Micromax X415,Micromax,925,3.9,747,66,32 MB,32 MB,,
3642,Micromax X415,Micromax,925,3.9,747,66,32 MB,32 MB,,
4026,Micromax X415,Micromax,925,3.9,747,66,32 MB,32 MB,,
4434,Micromax X415,Micromax,925,3.9,747,66,32 MB,32 MB,,
4866,Micromax X415,Micromax,925,3.9,747,66,32 MB,32 MB,,
5322,Micromax X415,Micromax,925,3.9,747,66,32 MB,32 MB,,
496,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
640,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
808,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
844,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
1000,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
1036,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
1216,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
1252,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
1456,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
1492,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
1720,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
1756,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
2008,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
2044,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
2320,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
2356,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
2656,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
2692,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
3016,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
3052,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
3400,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
3436,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
3784,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
3820,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
4192,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
4228,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
4624,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
4660,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
5080,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
5116,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
5560,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
5596,Micromax X412,Micromax,934,3.9,"14,193","1,243",32 MB,32 MB,,
1581,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
1845,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
2133,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
2445,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
2781,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
3141,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
3525,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
3909,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
4317,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
4749,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
5205,Micromax X415,Micromax,936,3.9,747,66,32 MB,32 MB,,
1078,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
1294,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
1534,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
1798,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
2086,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
2398,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
2734,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
3094,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
3478,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
3862,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
4270,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
4702,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
5158,Micromax X412,Micromax,953,3.9,"14,193","1,243",32 MB,32 MB,,
3259,Micromax X415,Micromax,957,3.9,"1,083",77,56 MB,36 MB,,
3643,Micromax X415,Micromax,957,3.9,"1,083",77,56 MB,36 MB,,
4027,Micromax X415,Micromax,957,3.9,"1,083",77,56 MB,36 MB,,
4435,Micromax X415,Micromax,957,3.9,"1,083",77,56 MB,36 MB,,
4867,Micromax X415,Micromax,957,3.9,"1,083",77,56 MB,36 MB,,
5323,Micromax X415,Micromax,957,3.9,"1,083",77,56 MB,36 MB,,
5413,itel it2163S,itel,989,4,563,53,4 MB,4 MB,,
2863,KARBONN KX3,KARBONN,993,3.9,"8,355",652,32 MB,32 MB,,
3223,KARBONN KX3,KARBONN,993,3.9,"8,355",652,32 MB,32 MB,,
3607,KARBONN KX3,KARBONN,993,3.9,"8,355",652,32 MB,32 MB,,
3991,KARBONN KX3,KARBONN,993,3.9,"8,355",652,32 MB,32 MB,,
4399,KARBONN KX3,KARBONN,993,3.9,"8,355",652,32 MB,32 MB,,
4831,KARBONN KX3,KARBONN,993,3.9,"8,355",652,32 MB,32 MB,,
5287,KARBONN KX3,KARBONN,993,3.9,"8,355",652,32 MB,32 MB,,
1564,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
1828,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
2116,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
2428,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
2764,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
3124,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
3508,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
3892,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
4300,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
4732,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
5188,KARBONN KX3,KARBONN,998,4,"1,915",134,31 MB,32 MB,,
1076,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
1292,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
1532,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
1574,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
1796,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
1838,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
2084,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
2126,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
2396,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
2438,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
2519,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
2732,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
2774,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
2855,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
3092,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
3134,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
3215,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
3476,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
3518,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
3599,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
3860,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
3902,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
3983,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
4268,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
4310,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
4391,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
4700,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
4742,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
4823,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
5156,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
5198,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
5279,itel It2171,itel,999,4.1,"3,569",328,32 MB,32 MB,,
1860,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
2148,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
2460,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
2796,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
3156,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
3540,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
3924,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
4332,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
4764,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
5220,LAVA A1 Josh 2021,LAVA,1089,4.1,"7,344",628,0 MB,Expandable Upto,,
3249,itel it2175,itel,1095,4,326,34,4 MB,4 MB,,
3633,itel it2175,itel,1095,4,326,34,4 MB,4 MB,,
4017,itel it2175,itel,1095,4,326,34,4 MB,4 MB,,
4425,itel it2175,itel,1095,4,326,34,4 MB,4 MB,,
4857,itel it2175,itel,1095,4,326,34,4 MB,4 MB,,
5313,itel it2175,itel,1095,4,326,34,4 MB,4 MB,,
4929,itel it2175,itel,1099,4,326,34,4 MB,4 MB,,
5385,itel it2175,itel,1099,4,326,34,4 MB,4 MB,,
5405,itel it2175,itel,1099,4,326,34,4 MB,4 MB,,
1854,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
2142,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
2174,LAVA A1 2021,LAVA,1119,4.1,"3,851",343,32 MB,24 MB,,
2454,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
2486,LAVA A1 2021,LAVA,1119,4.1,"3,851",343,32 MB,24 MB,,
2790,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
2822,LAVA A1 2021,LAVA,1119,4.1,"3,851",343,32 MB,24 MB,,
2865,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
3150,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
3182,LAVA A1 2021,LAVA,1119,4.1,"3,851",343,32 MB,24 MB,,
3225,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
3244,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
3534,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
3566,LAVA A1 2021,LAVA,1119,4.1,"3,851",343,32 MB,24 MB,,
3609,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
3628,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
3918,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
3950,LAVA A1 2021,LAVA,1119,4.1,"3,851",343,32 MB,24 MB,,
3993,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
4012,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
4326,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
4358,LAVA A1 2021,LAVA,1119,4.1,"3,851",343,32 MB,24 MB,,
4401,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
4420,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
4758,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
4790,LAVA A1 2021,LAVA,1119,4.1,"3,851",343,32 MB,24 MB,,
4833,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
4852,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
5214,Micromax X512,Micromax,1119,4.1,258,16,30 MB,24 MB,,
5246,LAVA A1 2021,LAVA,1119,4.1,"3,851",343,32 MB,24 MB,,
5289,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
5308,LAVA A1 2021,LAVA,1119,4.1,"1,913",187,0 MB,Expandable Upto,,
4044,Micromax X702,Micromax,1120,3.6,220,14,32 MB,32 MB,,
4452,Micromax X702,Micromax,1120,3.6,220,14,32 MB,32 MB,,
4884,Micromax X702,Micromax,1120,3.6,220,14,32 MB,32 MB,,
5340,Micromax X702,Micromax,1120,3.6,220,14,32 MB,32 MB,,
2513,LAVA A1,LAVA,1129,4.2,"1,07,469","11,417",24 MB,24 MB,,
2849,LAVA A1,LAVA,1129,4.2,"1,07,469","11,417",24 MB,24 MB,,
2857,LAVA A1 2021,LAVA,1129,4.1,"3,851",343,32 MB,24 MB,,
3209,LAVA A1,LAVA,1129,4.2,"1,07,469","11,417",24 MB,24 MB,,
3217,LAVA A1 2021,LAVA,1129,4.1,"3,851",343,32 MB,24 MB,,
3593,LAVA A1,LAVA,1129,4.2,"1,07,469","11,417",24 MB,24 MB,,
3601,LAVA A1 2021,LAVA,1129,4.1,"3,851",343,32 MB,24 MB,,
3977,LAVA A1,LAVA,1129,4.2,"1,07,469","11,417",24 MB,24 MB,,
3985,LAVA A1 2021,LAVA,1129,4.1,"3,851",343,32 MB,24 MB,,
4385,LAVA A1,LAVA,1129,4.2,"1,07,469","11,417",24 MB,24 MB,,
4393,LAVA A1 2021,LAVA,1129,4.1,"3,851",343,32 MB,24 MB,,
4817,LAVA A1,LAVA,1129,4.2,"1,07,469","11,417",24 MB,24 MB,,
4825,LAVA A1 2021,LAVA,1129,4.1,"3,851",343,32 MB,24 MB,,
5273,LAVA A1,LAVA,1129,4.2,"1,07,469","11,417",24 MB,24 MB,,
5281,LAVA A1 2021,LAVA,1129,4.1,"3,851",343,32 MB,24 MB,,
4480,Kechaoda A26,Kechaoda,1150,4.1,"14,177","1,019",32 MB,32 MB,,
4912,Kechaoda A26,Kechaoda,1150,4.1,"14,177","1,019",32 MB,32 MB,,
5368,Kechaoda A26,Kechaoda,1150,4.1,"14,177","1,019",32 MB,32 MB,,
2512,MU M5000,MU,1179,3.9,"2,295",287,32 MB,32 MB,,
2848,MU M5000,MU,1179,3.9,"2,295",287,32 MB,32 MB,,
3208,MU M5000,MU,1179,3.9,"2,295",287,32 MB,32 MB,,
3592,MU M5000,MU,1179,3.9,"2,295",287,32 MB,32 MB,,
3976,MU M5000,MU,1179,3.9,"2,295",287,32 MB,32 MB,,
4384,MU M5000,MU,1179,3.9,"2,295",287,32 MB,32 MB,,
4816,MU M5000,MU,1179,3.9,"2,295",287,32 MB,32 MB,,
5272,MU M5000,MU,1179,3.9,"2,295",287,32 MB,32 MB,,
3257,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
3641,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
4025,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
4051,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
4433,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
4459,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
4484,Kechaoda A26,Kechaoda,1199,4.1,"14,177","1,019",32 MB,32 MB,,
4865,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
4891,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
4916,Kechaoda A26,Kechaoda,1199,4.1,"14,177","1,019",32 MB,32 MB,,
5321,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
5347,LAVA A1 Super 2021,LAVA,1199,4,"2,088",161,32 MB,24 MB,,
5372,Kechaoda A26,Kechaoda,1199,4.1,"14,177","1,019",32 MB,32 MB,,
5407,Kechaoda A26,Kechaoda,1199,4.1,"14,177","1,019",32 MB,32 MB,,
855,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
1047,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
1263,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
1503,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
1767,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
2055,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
2367,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
2703,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
3063,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
3447,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
3831,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
4239,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
4671,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
5127,LAVA A3,LAVA,1212,4.2,"27,114","2,792",4 MB,3 MB,,
2164,Micromax X708,Micromax,1219,3.9,"1,856",138,32 MB,32 MB,,
2476,Micromax X708,Micromax,1219,3.9,"1,856",138,32 MB,32 MB,,
2812,Micromax X708,Micromax,1219,3.9,"1,856",138,32 MB,32 MB,,
3172,Micromax X708,Micromax,1219,3.9,"1,856",138,32 MB,32 MB,,
3556,Micromax X708,Micromax,1219,3.9,"1,856",138,32 MB,32 MB,,
3940,Micromax X708,Micromax,1219,3.9,"1,856",138,32 MB,32 MB,,
4348,Micromax X708,Micromax,1219,3.9,"1,856",138,32 MB,32 MB,,
4780,Micromax X708,Micromax,1219,3.9,"1,856",138,32 MB,32 MB,,
5236,Micromax X708,Micromax,1219,3.9,"1,856",138,32 MB,32 MB,,
135,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
136,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
207,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
208,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
303,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
304,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
423,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
424,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
567,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
568,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
735,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
736,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
927,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
928,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
1143,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
1144,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
1383,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
1384,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
1647,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
1648,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
1935,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
1936,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
2180,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
2247,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
2248,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
2492,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
2583,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
2584,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
2828,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
2943,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
2944,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
3188,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
3327,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
3328,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
3572,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
3711,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
